Precio (dolares),Número de Habitaciones,Piso,Barrio
113000,2,14,30
965970,3,10,27
382363,5,6,2
946468,1,12,20
514896,3,14,39
644845,2,6,12
865861,4,2,24
27640,2,6,7
181687,4,20,29
648963,2,1,17
424625,1,9,30
637407,3,12,46
623969,4,10,17
931618,3,19,3
956397,5,20,14
788120,4,19,18
300696,4,18,12
38894,1,2,1
330338,2,2,50
305076,1,10,30
793553,2,1,7
889515,1,2,29
302978,3,1,19
344976,5,20,19
601653,3,7,7
914831,5,18,38
20179,5,7,34
508689,3,17,24
405351,2,1,13
962336,5,17,4
36905,2,5,33
515463,1,12,12
435650,4,7,16
309850,3,12,14
93870,5,14,26
925827,3,1,26
546367,3,15,2
340764,5,19,36
546074,2,17,36
586512,1,8,18
308816,4,2,17
692721,2,10,8
246034,1,13,26
505938,2,20,2
39954,3,15,20
918109,3,15,48
274122,1,18,27
233534,4,6,45
904720,5,9,41
933463,2,11,11
769199,4,18,41
615208,3,12,38
572316,3,15,4
851311,3,6,15
775181,3,2,46
216132,5,12,22
143084,3,8,44
902967,3,11,1
575826,4,3,24
922838,3,5,25
275999,1,3,46
107956,5,16,5
424623,2,20,35
792200,5,15,13
403513,1,10,17
711733,5,17,13
163126,3,3,39
757586,5,16,50
990074,5,8,36
855726,5,5,26
231044,5,15,6
660377,3,7,29
428925,2,13,5
450886,3,15,34
697205,3,2,37
143728,3,19,45
561295,4,15,11
187885,1,8,47
659686,4,19,5
291188,5,4,12
456540,5,4,30
819129,1,4,13
575184,2,12,22
772705,3,16,31
768901,1,14,37
386826,3,7,49
518375,1,16,12
462207,2,12,26
760437,4,6,21
940566,4,5,47
587524,2,12,35
668867,2,5,37
173186,5,10,10
783712,5,12,4
93498,4,11,45
366347,4,13,22
942957,3,3,33
39400,4,11,32
192140,5,5,27
880577,4,11,18
619791,2,15,1
652632,4,12,4
637619,4,8,45
441716,1,2,22
695920,1,7,18
262185,4,8,12
140623,4,15,5
971835,5,10,12
937190,5,8,7
443004,2,1,33
170577,1,7,4
706459,3,1,12
545036,1,15,10
821129,3,7,23
658038,5,15,40
275013,1,14,47
910450,4,2,44
180832,1,15,4
378577,4,9,12
122604,1,5,18
693026,4,2,15
369767,5,18,6
698006,2,13,43
577022,5,17,17
365625,4,8,36
61603,3,11,45
661823,3,3,3
209738,2,18,50
940621,5,5,14
528725,4,6,23
538619,5,6,2
780855,5,19,27
229831,3,4,29
891391,5,10,23
707016,3,15,33
564250,5,6,6
603782,1,13,2
180121,1,14,37
353092,3,15,3
942992,4,6,2
533831,3,19,16
918773,2,7,15
843071,5,6,2
199800,4,14,31
694310,2,3,16
723960,3,19,23
44752,5,4,26
211725,3,3,12
416551,2,17,14
617994,5,10,33
269014,5,19,49
37029,1,13,34
269604,1,19,23
76842,2,20,36
835167,3,15,22
902982,5,3,49
891138,2,17,11
619154,4,16,48
425916,1,18,15
257195,4,14,48
40113,3,11,23
559399,4,8,8
190038,2,1,23
610201,3,12,44
547056,5,12,13
819039,3,11,28
710732,3,10,22
54464,3,16,41
492476,5,8,25
775126,1,11,4
574486,5,3,35
552833,3,8,40
157709,2,7,22
834289,1,9,17
160166,4,16,27
219654,2,5,32
441914,5,10,13
281936,3,2,8
397792,1,4,22
250522,1,7,12
713038,5,15,11
960832,5,1,28
727463,3,11,17
556507,2,9,35
425226,4,15,33
157581,3,7,40
945662,4,14,12
950809,4,14,11
160927,1,13,28
213908,1,7,18
957948,4,14,21
185826,5,2,21
32615,5,13,36
689121,2,5,6
508776,5,3,24
749947,3,13,23
316229,4,7,25
957779,3,3,43
587141,1,12,3
533669,3,4,2
670891,1,13,21
506582,5,6,18
964938,3,8,24
389480,5,9,32
90539,4,16,29
906661,3,9,31
748732,5,11,26
563457,1,2,31
441471,4,2,43
59647,1,7,24
699794,2,17,14
548318,4,4,7
489368,4,2,43
722986,1,7,1
406182,3,16,46
188037,4,11,11
82222,4,2,8
366861,4,12,39
510477,1,4,34
340369,3,9,7
46586,4,8,47
379236,5,12,15
632545,5,20,4
512270,2,4,31
149297,2,19,19
899913,3,7,41
72684,1,8,15
964738,5,11,8
906978,5,16,18
357977,4,18,44
950409,1,11,27
663303,2,15,50
458659,4,15,1
554576,3,15,17
537156,1,15,1
514654,3,7,39
321788,3,9,5
217455,3,11,43
309796,3,19,38
374611,5,14,29
818131,3,18,1
371923,4,14,31
52160,4,18,50
805230,1,10,15
720336,3,9,16
112991,2,16,24
481973,4,18,46
407565,4,1,34
97234,5,4,23
445915,5,10,26
262290,5,6,14
368409,4,5,19
841570,3,18,41
465275,4,18,7
333534,4,3,5
974135,1,20,39
556783,2,16,16
917323,3,12,27
498254,2,10,3
284954,5,11,41
280739,3,11,22
925145,2,14,35
229073,4,11,4
592532,2,12,3
650160,5,19,22
318111,5,8,13
256726,2,11,45
682293,5,1,11
925807,2,13,13
984741,2,1,29
354008,3,17,4
819553,1,3,5
567142,2,7,5
942729,1,8,24
421013,1,16,41
787854,1,7,45
51498,4,8,9
843560,3,15,25
357465,3,10,29
559685,3,5,42
491804,2,11,44
519242,4,16,16
702961,2,8,3
552072,2,11,8
242146,3,9,21
109761,2,1,14
675320,3,12,26
257117,5,20,27
747951,2,7,10
224309,1,12,9
111379,1,17,13
483099,1,14,1
892216,1,8,25
475009,2,17,42
86319,4,7,48
557443,3,9,11
931685,2,1,46
98881,2,9,30
258433,3,5,38
59067,2,15,30
346142,2,1,15
529006,4,20,39
479910,5,4,21
906312,1,15,33
837898,5,1,27
782883,4,8,15
710664,2,18,44
222869,3,20,45
64681,1,9,3
234739,1,4,18
933363,1,2,17
62287,2,8,29
331507,1,1,47
310805,4,2,47
507447,3,13,4
134226,1,5,23
806448,5,4,4
757674,5,1,32
381337,3,14,12
536962,2,17,26
786138,5,1,25
876672,2,4,14
686281,5,16,17
865776,4,4,7
299209,3,17,44
804544,2,11,50
224745,5,9,8
175730,4,11,24
89057,3,3,34
345642,1,16,40
819348,3,9,39
488258,4,1,22
788732,4,10,25
815090,5,2,19
315267,5,7,43
63551,1,5,32
142004,2,20,49
975700,3,2,49
812375,2,13,40
737291,1,5,42
378769,2,12,22
416674,1,8,8
621975,1,19,28
453281,5,9,26
548154,1,7,15
478692,3,19,19
489526,3,9,14
928604,5,12,41
402953,4,19,19
113511,2,13,45
159653,5,16,30
69674,1,3,15
934428,3,1,11
683678,4,4,32
302767,4,17,14
952433,5,6,13
600983,4,17,12
127800,1,5,17
474898,3,7,13
70972,4,20,46
669082,5,7,5
315865,2,7,17
266385,1,10,11
918237,2,13,48
949591,5,8,39
571877,2,19,10
377638,4,7,19
787856,3,10,16
863392,3,12,11
228768,5,14,48
542841,5,10,9
115348,2,19,28
219581,2,2,41
221970,5,6,17
652004,4,6,47
671302,1,4,21
606557,5,2,11
131529,1,8,1
598082,2,4,13
909349,2,18,42
129902,2,11,10
544660,2,12,2
876478,1,7,2
757633,5,10,20
848276,2,13,28
413954,5,15,19
653895,5,1,9
580272,5,5,24
981920,2,18,48
974843,3,6,49
56755,1,9,4
95024,3,11,29
106455,5,9,4
33437,2,2,37
715936,5,8,16
648537,3,7,23
22328,4,19,15
711520,1,6,45
352093,5,20,25
574437,4,15,27
800263,1,4,11
758972,5,12,20
177943,1,10,25
753157,2,7,32
596488,5,5,12
713106,2,17,5
682908,1,14,1
507574,1,15,23
814101,3,7,4
806255,4,5,41
936940,5,2,29
69067,1,15,28
197445,5,13,25
658578,3,5,6
152811,5,9,16
752640,3,18,7
374779,2,8,47
643779,5,20,34
419250,5,3,37
952741,3,19,4
378935,5,19,40
75101,5,4,9
561164,4,10,9
341910,2,15,39
746824,5,10,45
960374,3,17,44
258493,1,12,16
121291,2,18,35
195255,5,14,28
591454,4,15,4
217454,1,16,30
45163,3,15,22
253772,5,16,47
717836,3,12,43
962204,3,10,37
159525,4,13,34
605035,5,5,49
923690,3,15,40
231659,3,2,4
613590,4,3,38
740495,3,3,48
951461,3,13,32
919653,5,18,15
524623,3,9,19
687381,1,3,17
394466,4,16,42
348776,2,1,4
126949,5,3,25
503515,5,7,14
484884,1,16,10
890478,5,17,22
482555,1,5,37
755468,2,11,15
24899,2,13,24
21849,5,18,48
117559,3,15,39
758030,1,18,35
454404,3,10,11
102480,3,3,11
722923,5,7,25
38475,1,13,45
885716,4,7,11
534129,2,19,6
740933,2,18,12
193987,1,8,41
170850,2,8,18
474744,2,16,27
790705,2,8,40
107456,4,5,20
253545,1,12,3
580831,4,9,3
488214,4,3,13
947082,4,15,24
228430,4,8,46
333745,1,13,23
835876,3,9,45
782617,5,7,32
337356,4,6,15
239198,5,20,27
40227,3,14,14
321708,2,9,36
146778,5,5,34
380141,3,5,38
842915,5,5,21
416076,2,3,2
685773,2,20,17
417076,5,17,46
654940,4,18,25
539152,3,11,5
28316,4,4,44
812697,2,2,6
910557,4,16,1
763017,4,6,47
383929,3,12,24
690966,5,16,44
132948,3,6,16
112692,1,11,6
461561,5,11,46
214252,1,14,31
655631,1,2,19
89854,1,15,49
359623,5,16,18
185756,4,3,27
662783,3,12,40
673373,4,20,28
339191,4,16,10
66159,3,10,16
949485,2,15,31
804576,3,16,39
965880,5,1,12
597958,4,3,19
927197,2,11,40
662318,4,10,37
690485,2,19,27
683772,3,11,24
982530,1,9,34
913485,4,12,25
86248,3,12,4
921505,2,16,28
915729,2,16,20
774691,1,20,24
236698,2,2,50
564401,2,11,19
306433,1,4,5
560321,5,8,28
409057,5,9,44
98631,5,10,6
499068,4,11,12
979319,4,13,30
487347,5,6,8
448092,5,15,31
953531,1,9,4
930222,5,16,5
905364,2,5,22
150806,4,13,23
208914,4,3,35
610289,1,8,2
434804,3,6,25
364095,5,15,48
832662,4,5,36
617914,4,20,27
969439,1,16,13
903479,1,4,24
555857,2,12,31
331215,2,20,9
945596,2,15,30
615029,5,19,7
979617,5,20,20
363268,3,18,19
778686,1,7,18
170251,3,15,16
512816,1,14,34
473216,2,15,20
314863,3,15,32
715290,1,14,41
61217,2,4,18
154575,5,5,3
148758,1,12,17
329490,1,19,13
116701,1,19,48
605449,5,6,33
482453,4,4,30
674381,4,12,48
530603,2,17,7
962246,3,15,26
739963,5,5,16
247342,3,20,41
685129,4,16,47
831590,3,13,2
715331,1,1,15
653057,3,8,27
137750,1,1,3
189752,2,6,2
229892,3,14,37
809978,3,7,33
63180,5,12,8
182841,3,19,19
824543,5,14,27
827209,1,17,31
545750,3,17,22
965771,5,8,33
266288,3,3,24
585889,2,10,42
396405,1,3,27
339398,3,8,25
458372,5,3,49
481669,1,19,38
88145,2,7,14
798431,5,13,30
673797,5,9,32
333871,1,6,40
592767,3,14,15
318731,3,20,5
674061,2,14,38
709595,2,6,1
418670,2,9,11
935683,1,16,33
667983,4,15,18
268874,1,4,49
938966,4,17,7
432578,5,13,43
88384,5,11,50
154024,4,20,42
89577,5,17,34
315199,4,20,49
812190,3,5,31
905984,3,11,4
897366,5,16,15
981156,3,18,38
929918,2,16,20
236227,3,11,33
620970,5,8,44
894040,3,4,22
203341,4,18,39
871560,4,8,32
415680,5,16,25
440341,4,4,11
274599,5,2,12
496061,3,13,12
528388,1,14,38
967855,1,18,18
80806,3,4,46
700516,1,4,17
612664,1,2,41
37182,4,6,9
385893,2,11,8
410706,5,16,22
899371,4,3,19
515303,4,13,8
997173,2,20,31
180486,1,12,43
47739,1,18,14
590419,5,19,46
305023,1,14,23
147555,4,17,33
902136,5,12,22
402769,4,5,8
394480,1,8,8
112126,3,15,47
473824,5,12,8
364457,4,14,48
134370,2,17,28
552053,2,17,14
366621,2,14,5
553479,1,10,37
213459,4,8,9
449106,3,8,36
259996,2,2,21
46880,2,19,47
746743,3,9,30
546972,5,2,17
737036,2,7,7
487676,1,13,24
236654,3,19,49
293766,1,6,26
640094,1,12,27
826873,3,11,40
376918,3,13,30
304388,2,11,33
170124,3,8,26
746436,2,13,49
524915,3,16,26
427602,4,3,24
673650,5,20,33
151041,5,5,12
740533,5,9,39
885747,2,11,47
351133,4,3,5
407864,3,6,31
971842,4,18,1
406720,4,6,25
406346,5,2,22
590384,3,10,46
71964,1,1,7
839339,2,9,21
534676,3,2,40
835197,4,11,38
459337,1,20,24
573720,3,9,41
356199,4,16,40
304669,2,2,4
626532,3,9,37
270093,3,16,26
911897,3,15,49
757078,5,7,48
196745,4,14,5
690166,5,10,6
833698,1,15,7
277863,4,7,18
715792,3,4,50
612481,3,12,38
62859,4,17,50
817843,5,8,24
53635,3,6,13
354874,3,11,44
443311,3,11,18
303529,4,16,11
162602,3,3,37
956085,1,7,20
384539,2,19,46
896323,2,5,48
883566,4,13,23
242455,4,11,32
132886,1,3,12
776128,2,2,44
911841,3,17,22
367890,1,9,27
53182,5,15,50
118280,3,13,8
86506,2,13,47
713328,1,17,14
865647,3,6,48
994485,5,20,13
953013,2,7,2
968413,4,17,14
835180,2,4,33
733243,4,13,10
801488,2,20,16
396553,5,12,38
612304,2,15,39
249489,4,12,27
546319,2,18,34
270600,3,14,48
569144,4,3,47
211572,5,10,2
906759,3,18,33
623488,3,11,13
885461,4,7,38
57420,4,9,23
238224,1,6,29
917725,4,1,11
107150,3,2,29
82164,5,3,45
795310,3,8,9
370887,3,18,12
903339,1,5,16
240845,4,6,21
570403,1,10,37
267726,2,11,4
563364,3,13,20
965613,4,9,18
348464,4,13,19
910384,3,3,31
297598,1,12,2
279780,2,9,39
796582,2,13,39
23321,2,8,18
171976,3,13,35
68380,1,18,38
59489,3,5,26
813010,1,13,40
445339,1,17,1
509555,4,15,1
879570,5,12,44
816493,1,1,17
263434,2,7,35
512067,1,2,22
287542,2,19,42
849477,2,18,38
307410,4,12,28
134417,2,11,49
837539,1,5,30
950622,1,4,20
511206,1,15,17
291314,5,8,2
301836,3,9,22
228012,4,17,43
202042,2,19,26
175444,1,1,21
977364,4,18,37
24532,1,9,2
620254,1,1,46
729218,3,10,42
718349,1,18,35
118087,5,10,31
366893,2,3,38
449119,5,18,44
256561,5,14,27
213920,5,20,31
956853,1,4,32
22840,4,12,20
675245,1,14,36
162307,5,17,13
64647,3,5,30
578474,2,16,39
930756,3,13,21
626906,3,6,38
608596,5,11,15
447153,1,12,42
641849,3,3,9
561285,5,9,42
292601,3,15,36
44115,2,8,13
777803,3,16,30
268548,1,10,16
255439,3,8,50
921297,1,7,3
397618,4,18,15
971459,4,8,16
825566,4,19,21
718378,3,19,21
497454,4,14,36
582725,4,8,11
499100,5,19,24
450407,5,18,11
153219,2,18,7
249355,2,11,28
202124,5,17,2
92169,1,20,46
549954,2,4,39
928851,1,3,50
865103,5,9,11
779679,1,9,31
733755,5,17,43
962373,3,8,44
784231,2,2,17
962782,1,20,39
841390,3,2,35
341193,1,9,31
842130,5,19,39
738292,4,7,14
401576,2,9,17
186158,1,19,13
381675,1,1,13
138918,5,3,22
476557,5,7,38
427036,4,10,18
810002,4,10,5
196855,3,1,18
768707,3,15,1
309965,1,11,30
500765,3,12,27
445899,3,17,47
299302,2,6,37
658900,2,7,19
666372,4,14,24
851637,3,13,47
965376,2,19,8
739264,4,17,16
452131,3,4,20
317258,4,7,48
258699,5,4,49
573265,4,2,30
742668,3,16,44
227177,1,20,23
593432,3,20,23
807674,5,18,45
273830,2,7,42
954672,4,16,48
832833,3,3,21
351996,4,14,21
132472,1,6,13
532646,5,14,3
809228,2,16,49
441489,2,3,4
261952,1,13,16
980207,4,6,19
713817,3,9,20
949462,5,12,10
513235,5,17,46
381285,5,17,48
834439,5,4,14
413955,4,2,37
818523,3,6,31
156664,1,5,46
268961,1,4,38
479908,5,4,19
566298,2,9,5
534500,3,1,8
75482,5,2,50
661281,2,1,19
341649,2,11,1
609804,4,18,19
97983,2,13,23
685921,5,13,49
705690,3,14,6
794537,2,1,4
517029,4,12,35
658560,4,20,21
164425,3,15,25
467836,4,7,19
981592,5,14,25
566274,3,9,47
844677,3,18,14
552560,2,9,20
701002,5,2,25
621750,3,19,47
886494,5,10,50
304096,3,14,28
186186,3,1,12
538121,2,9,32
971821,4,1,24
617340,2,17,2
812310,3,13,23
320105,4,4,21
502760,2,4,44
506668,1,17,38
617332,4,9,16
161966,4,17,7
510891,4,9,38
992895,5,18,20
411022,4,5,45
885460,2,7,23
571554,1,19,33
866081,4,13,3
730761,1,4,45
835489,1,10,44
525353,1,1,35
305208,1,17,26
120715,2,9,23
841158,1,3,17
358380,1,20,50
858727,5,4,44
222995,4,18,26
177103,3,9,33
572929,5,10,49
384134,5,20,48
626071,2,3,36
347288,5,11,32
158902,1,13,27
975358,2,18,46
383642,3,6,26
407156,5,2,10
676736,4,17,3
493210,4,12,43
504055,5,5,17
735659,4,5,4
972656,1,8,44
894495,2,14,3
419783,5,6,18
846389,1,16,22
447376,5,2,38
391138,1,18,29
672053,1,20,31
991796,4,9,5
63424,5,6,36
772584,2,5,50
279083,2,2,35
927568,5,11,44
271825,5,16,8
139474,4,15,37
197245,4,12,12
151596,5,9,25
483227,1,17,46
968485,5,16,34
75330,1,4,2
89781,1,15,19
480058,5,1,40
281849,5,17,44
287918,2,1,42
336500,2,1,46
484579,3,19,26
470560,1,17,14
329307,1,6,49
22183,4,20,18
484952,4,6,46
169891,5,20,13
22061,4,18,21
706096,2,20,48
610713,2,1,6
162927,5,15,31
709367,2,1,49
385850,5,10,35
129288,3,7,41
168049,2,19,17
28351,3,15,30
69647,2,9,28
746243,4,8,25
89740,3,6,20
701279,1,13,16
31661,1,9,25
418359,1,6,8
233426,3,5,7
928749,1,16,9
915785,2,10,15
535271,4,14,39
314127,5,18,4
646974,3,11,3
320924,1,8,24
821391,4,12,30
113266,1,6,46
373780,5,17,23
493582,1,16,37
613587,5,11,20
582757,3,4,41
155319,3,6,29
665566,1,9,47
433326,4,2,14
880668,2,15,25
191410,2,8,38
223807,1,11,14
608380,2,5,18
550897,5,3,6
49738,2,7,14
674238,2,13,49
954451,2,16,40
969355,1,15,7
43025,5,2,23
22421,3,6,22
162341,4,2,16
186345,2,3,4
272704,1,10,22
705654,2,1,28
795835,3,20,5
44714,5,13,13
503642,1,16,14
558477,1,6,49
925957,3,17,28
474952,5,20,31
297687,4,19,36
394912,3,14,34
435333,2,14,47
572960,2,16,31
410210,4,12,27
797404,1,2,21
443367,1,19,33
885635,1,3,32
644698,3,7,36
507483,2,11,47
142772,2,17,11
292670,1,10,43
577542,5,12,14
197772,5,19,48
593711,3,20,11
32910,5,18,25
753754,3,12,4
642749,1,13,46
306210,4,1,29
851892,2,15,47
224897,1,12,41
706588,2,10,4
642296,1,19,4
130824,1,19,40
972270,4,11,48
123902,3,8,43
483670,1,11,30
782735,3,3,29
192748,2,3,30
632875,3,11,19
657446,4,4,7
583208,3,1,29
876925,2,15,13
932481,3,6,34
471757,1,6,24
740345,2,16,44
646291,1,15,26
569607,2,19,45
256729,3,14,43
834183,2,15,8
770769,2,16,15
860840,1,12,25
609561,2,1,25
468021,4,8,22
959239,2,20,35
390038,5,7,21
767577,3,3,18
354653,2,13,39
490482,1,13,22
109816,2,20,50
889870,3,4,21
772561,1,3,26
319919,2,18,6
701667,5,13,12
610164,3,6,6
76931,2,20,35
501745,5,11,8
668328,4,2,37
747838,2,13,18
618897,5,8,13
771817,4,15,21
127283,3,5,22
191692,4,14,11
500079,1,5,4
118532,2,11,8
54189,3,4,45
209188,5,14,16
88109,5,16,26
636385,2,19,10
783933,2,4,45
42539,3,18,25
705570,2,20,41
897576,2,7,30
859003,5,9,28
593211,1,8,23
556067,1,20,40
759901,5,10,35
963062,1,6,25
561854,2,13,33
940374,1,10,48
287567,3,17,41
371012,3,4,44
336241,4,14,21
416861,4,4,37
185196,5,16,3
355384,5,16,38
849236,3,2,33
544668,3,19,1
782554,1,15,27
555066,3,13,25
323010,2,7,21
117332,4,13,44
431097,5,17,24
250980,5,2,13
160255,3,20,16
388989,2,5,6
30358,4,17,16
345711,5,7,12
738499,1,16,39
249115,5,5,6
907783,3,1,28
52747,1,16,42
925064,2,14,22
755771,2,2,26
838483,3,13,5
788526,5,8,24
677297,2,7,48
110484,5,18,13
210579,1,10,8
886886,2,19,35
647026,4,16,37
812607,5,10,25
41610,2,15,19
683272,5,20,24
220294,5,12,3
913805,3,19,40
42381,1,13,22
269862,1,8,33
481135,4,13,46
637406,5,9,35
36818,2,12,1
970101,3,15,47
498291,4,8,43
677253,1,6,5
315845,1,11,42
868421,2,8,15
499752,3,4,16
599219,2,15,41
155691,1,16,32
737493,5,15,7
386222,1,14,26
403754,5,9,18
836408,4,13,2
458797,1,7,4
308247,1,5,35
761924,5,10,47
145301,3,18,22
520630,2,9,42
327596,3,11,18
286021,3,11,21
319776,2,10,24
257699,5,7,13
810883,4,8,38
328329,2,20,11
314292,5,6,36
573543,2,4,7
984912,5,3,45
835718,2,6,43
886765,3,7,10
279187,4,5,7
403091,3,8,36
688644,3,3,23
547132,4,4,17
400829,3,2,8
280727,1,12,46
353870,5,7,19
253046,1,1,33
332661,3,10,8
387899,3,1,43
478527,4,2,45
143720,5,8,24
650346,5,6,43
972918,2,5,11
791002,1,19,48
642179,3,5,26
485329,5,12,26
882017,1,16,18
719248,5,8,1
920921,5,9,40
905420,1,14,48
427562,3,7,30
952422,2,10,36
836505,3,1,19
805616,5,12,39
904264,5,1,1
874996,4,11,31
342976,2,13,37
605460,4,15,21
532268,3,7,8
539771,4,10,21
884856,5,10,35
253394,2,5,11
204957,1,11,3
923208,4,11,11
696468,1,13,17
344449,1,17,18
397144,1,10,23
80245,5,2,39
266359,3,7,22
53669,5,1,18
374592,3,9,46
36616,4,17,19
447830,1,13,35
390152,2,19,27
337872,1,8,36
138821,3,15,16
347847,3,12,39
644617,3,2,17
947473,3,2,38
899417,5,13,22
222032,1,20,38
871736,1,10,10
549996,2,2,6
442315,3,5,46
178385,2,5,7
407637,1,2,23
984690,4,14,20
410281,2,8,7
248756,1,2,39
456828,4,12,10
398812,4,12,4
844615,4,18,39
772827,5,11,19
999440,1,6,9
485698,3,4,33
686955,2,3,12
852966,3,1,31
835693,2,3,7
354720,5,5,13
355995,5,3,13
218257,4,1,45
684414,2,11,2
66400,5,5,29
348749,4,10,16
563588,1,4,14
949227,3,4,44
343440,1,8,28
82023,1,5,12
778014,4,13,9
517740,1,6,32
450166,2,10,24
847268,5,13,5
671462,4,1,43
492164,1,16,1
126031,1,2,9
895068,3,10,38
965751,4,9,11
926710,2,8,2
75313,1,15,24
276053,2,16,34
129828,3,10,44
286105,4,1,37
262744,5,7,38
402128,5,11,7
471984,2,12,24
410998,5,5,6
401162,2,20,42
45465,3,10,44
481673,1,4,8
707443,1,14,39
326774,1,17,5
429587,3,4,41
511151,5,19,44
153346,5,15,24
143232,3,14,29
443392,2,5,8
927008,2,9,26
672661,1,13,1
933007,5,20,22
244127,1,20,1
270644,2,19,32
577565,1,12,1
759189,2,14,45
778959,2,19,25
206498,1,20,42
94096,1,13,18
640568,5,15,27
414742,5,8,42
304652,2,10,41
973871,1,3,17
291513,4,14,45
134919,2,10,4
792133,4,17,49
51642,1,15,20
307040,4,6,33
732037,1,12,13
208272,3,1,31
366645,2,10,34
151809,2,20,43
114868,4,4,40
686972,2,15,39
833995,1,3,16
827134,5,12,42
945972,1,15,10
254994,4,17,16
669614,5,12,49
564063,2,17,35
311917,1,18,21
786898,4,13,2
815988,3,8,6
378302,1,5,28
129998,3,6,33
387987,4,17,10
417654,1,16,27
731108,1,19,44
935260,4,13,25
106500,2,20,45
175933,1,3,39
232841,5,13,9
795682,2,20,2
725756,1,14,26
263049,4,15,30
644796,5,15,50
49658,2,9,13
413236,5,13,26
51057,4,11,38
521835,1,19,15
900785,2,5,3
631195,4,8,3
77811,5,13,5
414255,5,16,48
343423,2,14,49
695376,2,8,3
587385,5,5,29
551679,5,1,27
163386,2,12,32
387964,5,12,9
309168,3,3,3
996659,1,7,22
856822,3,2,24
742289,4,5,36
51257,1,15,38
895296,2,14,13
145359,2,16,8
883985,4,16,15
898682,1,11,44
99992,2,2,17
323894,3,10,22
560398,1,4,36
242363,1,10,8
502064,5,7,43
965991,5,2,40
353064,2,5,44
692306,2,11,11
651425,4,6,20
976585,3,19,21
840741,5,5,10
65086,4,4,39
515784,5,15,34
635969,1,14,49
121502,5,3,4
365537,5,15,20
910136,3,11,50
943770,2,12,11
323214,3,9,49
110724,1,13,49
470138,4,20,47
571240,1,4,15
682183,1,9,3
469706,2,2,39
988280,2,5,26
825575,5,9,30
406387,4,4,46
857994,2,15,30
101509,2,9,2
293595,1,18,48
471518,5,1,32
539555,4,16,41
979727,5,18,2
568588,1,14,39
884007,3,3,40
838611,1,20,22
816776,1,3,31
933551,5,6,27
771191,4,17,4
102659,1,9,43
189008,1,19,20
891514,3,1,48
35750,3,17,28
699257,4,4,5
612794,1,19,49
178487,4,14,7
518756,1,14,30
568313,5,7,9
609062,4,4,20
628355,1,1,8
946579,4,17,19
430009,1,5,5
709299,2,10,44
73982,5,20,34
452031,2,7,12
171413,5,7,39
471186,4,10,17
111684,5,2,13
934337,3,3,50
151699,5,5,42
941570,5,6,34
447961,3,7,29
398733,3,17,10
697743,5,3,33
253376,3,3,24
130826,5,18,22
249388,4,18,40
105881,3,1,22
155064,4,6,16
92168,3,17,42
109615,5,2,25
30924,3,20,25
379967,4,14,10
414733,3,20,38
578226,2,15,44
711950,2,4,25
905257,1,12,40
577166,3,18,36
540419,1,15,8
470539,5,13,1
838545,1,5,44
512522,2,16,49
44598,5,8,1
295421,4,11,30
465665,2,5,4
701797,2,16,34
510376,1,19,11
931955,3,7,26
643960,4,17,16
632048,5,4,36
344949,1,15,41
793491,3,19,4
297678,1,10,29
565357,3,3,31
458219,2,17,15
414736,4,6,46
216241,5,8,42
115373,1,16,49
499133,5,20,38
63708,3,2,47
670586,5,14,7
849623,1,6,44
669968,5,11,6
625146,1,4,24
423001,3,8,48
638571,1,20,9
197450,3,1,23
37532,3,19,48
851459,2,13,9
977011,2,10,46
607562,4,7,15
962428,3,19,15
324605,1,20,32
896461,4,18,20
125948,3,7,9
861359,3,10,7
109138,1,12,17
656244,5,15,5
667882,1,11,2
442473,3,10,44
506950,2,18,12
650058,4,2,50
189825,4,6,39
88221,2,14,37
551581,1,20,34
141242,2,1,43
138250,3,8,38
162395,4,2,48
344484,2,17,46
917827,2,12,42
397620,2,15,24
434010,2,7,32
960510,2,12,31
742513,5,17,17
272097,3,10,21
423427,1,3,35
432666,2,6,30
990033,5,11,47
157329,4,14,6
497491,5,10,40
791749,2,20,49
250943,1,3,27
80590,3,9,38
203970,4,5,23
323996,2,2,11
904860,2,1,45
174669,2,8,24
802724,2,3,19
722369,1,11,24
420183,5,16,34
694275,3,8,48
746395,1,1,35
604051,4,19,15
619592,3,6,35
443792,3,4,3
281808,2,8,40
64737,4,2,23
882570,2,3,8
413304,2,19,32
637847,5,1,22
760069,1,1,21
659143,2,12,1
734472,5,15,37
568324,4,17,46
500362,1,8,24
829054,3,9,29
101175,2,16,1
297100,2,3,27
818879,2,5,49
41342,4,17,1
766452,3,13,43
606522,5,16,28
257628,3,20,27
765567,4,18,3
449237,2,6,28
812810,3,10,15
672311,2,9,33
436781,1,3,46
685435,5,12,29
167853,4,4,9
77226,2,20,43
466392,5,14,28
338436,4,18,25
343700,3,6,28
349678,3,19,12
850377,5,16,9
724657,5,20,5
218933,5,12,20
429365,3,20,42
874784,4,14,26
247543,1,19,21
340088,3,11,15
97920,3,10,16
873649,2,8,33
384008,4,7,20
344582,3,19,21
675037,2,7,9
857389,1,6,39
938305,1,15,10
189314,3,7,33
358203,4,5,42
732336,1,20,49
129413,4,16,21
481772,3,2,2
65810,4,6,21
353706,5,15,31
794185,2,20,47
57764,5,13,32
623120,1,6,43
670432,3,10,29
840273,1,2,45
562177,4,8,47
491322,1,6,17
801485,4,20,44
770381,2,3,10
168420,5,10,17
460734,1,9,18
